epoch,accuracy,loss,val_accuracy,val_loss
0,0.43195000290870667,1.9107210636138916,0.7024000287055969,0.9519925713539124
1,0.769599974155426,0.7296105027198792,0.8356000185012817,0.5365673899650574
2,0.8455333113670349,0.49316108226776123,0.875,0.4122447669506073
3,0.8756999969482422,0.4005780518054962,0.8962000012397766,0.34533947706222534
4,0.8931666612625122,0.3496350049972534,0.9063000082969666,0.31738799810409546
5,0.9035333395004272,0.31935393810272217,0.9139000177383423,0.2892235517501831
6,0.9108666777610779,0.29761841893196106,0.9171000123023987,0.28004512190818787
7,0.9155166745185852,0.2818191349506378,0.9196000099182129,0.2639872431755066
8,0.9205499887466431,0.2677267789840698,0.9226999878883362,0.2493063062429428
9,0.9230166673660278,0.25745272636413574,0.9258999824523926,0.23961271345615387
10,0.927483320236206,0.24679437279701233,0.9283999800682068,0.23541982471942902
11,0.9293000102043152,0.2398650348186493,0.9308000206947327,0.2279699146747589
12,0.9318333268165588,0.23086708784103394,0.9301999807357788,0.22660720348358154
13,0.9336166381835938,0.2249487191438675,0.9320999979972839,0.2259775698184967
14,0.934499979019165,0.2198951691389084,0.9355999827384949,0.2133304625749588
15,0.9366666674613953,0.2150140255689621,0.9387000203132629,0.20581623911857605
16,0.9377833604812622,0.21080319583415985,0.9380999803543091,0.20519651472568512
17,0.9389500021934509,0.20610393583774567,0.9394999742507935,0.203963965177536
18,0.9395666718482971,0.20262885093688965,0.9412999749183655,0.19607707858085632
19,0.9414499998092651,0.19701585173606873,0.9398000240325928,0.195476695895195
20,0.9419999718666077,0.19500043988227844,0.9433000087738037,0.19177363812923431
21,0.942466676235199,0.1938938945531845,0.9437999725341797,0.19302091002464294
22,0.9439833164215088,0.1885431706905365,0.9458000063896179,0.18771836161613464
23,0.9448666572570801,0.18526729941368103,0.9429000020027161,0.1839551329612732
24,0.9459333419799805,0.18304581940174103,0.9477999806404114,0.17976471781730652
25,0.9466333389282227,0.17898350954055786,0.9463000297546387,0.17874281108379364
26,0.9481333494186401,0.1756555438041687,0.9466999769210815,0.17890065908432007
27,0.9472666382789612,0.17613369226455688,0.9477999806404114,0.17761863768100739
28,0.9478166699409485,0.17319777607917786,0.947700023651123,0.17787933349609375
29,0.9485999941825867,0.17189058661460876,0.9485999941825867,0.1729157567024231
30,0.949483335018158,0.1697235405445099,0.9480999708175659,0.17521932721138
31,0.9505166411399841,0.16672383248806,0.9503999948501587,0.17163488268852234
32,0.9500333070755005,0.1654662936925888,0.9469000101089478,0.1742609143257141
33,0.9513333439826965,0.16376075148582458,0.9498000144958496,0.17154443264007568
34,0.9518333077430725,0.1616576462984085,0.9502999782562256,0.16408886015415192
35,0.9531333446502686,0.1591895967721939,0.9498999714851379,0.1665153205394745
36,0.9525166749954224,0.15872064232826233,0.9513000249862671,0.16451787948608398
37,0.9528666734695435,0.15847888588905334,0.9476000070571899,0.1756175458431244
38,0.9530500173568726,0.15705981850624084,0.9506000280380249,0.16546571254730225
39,0.9537666440010071,0.154251366853714,0.9516000151634216,0.15972113609313965
40,0.954800009727478,0.153413787484169,0.9520000219345093,0.15897834300994873
41,0.9537166953086853,0.15280309319496155,0.9538000226020813,0.15595106780529022
42,0.954716682434082,0.15187394618988037,0.9545999765396118,0.15217463672161102
43,0.9549166560173035,0.150224506855011,0.9527000188827515,0.16610826551914215
44,0.9540500044822693,0.15030871331691742,0.9498999714851379,0.16210980713367462
45,0.9557666778564453,0.14765892922878265,0.9524999856948853,0.159956157207489
46,0.9548333287239075,0.1479906290769577,0.954200029373169,0.15836112201213837
47,0.9559833407402039,0.14590394496917725,0.9531000256538391,0.15808813273906708
48,0.9587666392326355,0.13779614865779877,0.9567000269889832,0.14861850440502167
49,0.9590166807174683,0.13691143691539764,0.95660001039505,0.1491968184709549
50,0.9587833285331726,0.13683676719665527,0.9563000202178955,0.15019065141677856
51,0.9587000012397766,0.13667912781238556,0.95660001039505,0.14716778695583344
52,0.9588666558265686,0.13663728535175323,0.955299973487854,0.14895382523536682
53,0.9587500095367432,0.13627153635025024,0.9564999938011169,0.14602015912532806
54,0.958899974822998,0.13589762151241302,0.9567999839782715,0.14837375283241272
55,0.9589833617210388,0.13592900335788727,0.9563999772071838,0.14801494777202606
56,0.9594666957855225,0.135524719953537,0.9567000269889832,0.14755316078662872
57,0.9597833156585693,0.13518491387367249,0.9563999772071838,0.14751175045967102
58,0.9592999815940857,0.13528983294963837,0.9574999809265137,0.14735147356987
59,0.9599499702453613,0.1332414746284485,0.957099974155426,0.14621984958648682
60,0.960183322429657,0.13291428983211517,0.9567999839782715,0.1458246111869812
61,0.9600833058357239,0.13281092047691345,0.9570000171661377,0.14619824290275574
62,0.960183322429657,0.13283565640449524,0.957099974155426,0.14649343490600586
63,0.9598000049591064,0.13279250264167786,0.9564999938011169,0.14576129615306854
64,0.9603333473205566,0.13267025351524353,0.9564999938011169,0.14561878144741058
65,0.9603000283241272,0.13271179795265198,0.957099974155426,0.14531061053276062
66,0.9601166844367981,0.132608100771904,0.9560999870300293,0.14564388990402222
67,0.9600833058357239,0.13261742889881134,0.95660001039505,0.14584623277187347
68,0.9600833058357239,0.1326579749584198,0.9571999907493591,0.14559605717658997
69,0.9602333307266235,0.132554292678833,0.95660001039505,0.1454482078552246
70,0.9604499936103821,0.13255766034126282,0.9571999907493591,0.145790696144104
71,0.9603333473205566,0.13207043707370758,0.9567000269889832,0.14535310864448547
72,0.9602500200271606,0.13197091221809387,0.9569000005722046,0.14534135162830353
73,0.9603999853134155,0.13197669386863708,0.9569000005722046,0.14537617564201355
74,0.9603833556175232,0.1319648027420044,0.9567000269889832,0.14541764557361603
75,0.9602833390235901,0.13194823265075684,0.95660001039505,0.14526113867759705
76,0.9603999853134155,0.13184848427772522,0.9567000269889832,0.14524979889392853
77,0.9604499936103821,0.13184577226638794,0.9567000269889832,0.14527586102485657
78,0.9604166746139526,0.1318381279706955,0.9567000269889832,0.14527375996112823
79,0.9603999853134155,0.1318322867155075,0.95660001039505,0.1452614665031433
80,0.9604166746139526,0.1318334937095642,0.9567000269889832,0.14527307450771332
81,0.9604666829109192,0.13180264830589294,0.9567000269889832,0.14527873694896698
82,0.9604499936103821,0.13180707395076752,0.9567000269889832,0.14526769518852234
83,0.9604499936103821,0.13180604577064514,0.9567000269889832,0.145268514752388
84,0.9604833126068115,0.13180556893348694,0.9567000269889832,0.14527444541454315
85,0.9604833126068115,0.131802037358284,0.9567000269889832,0.1452711522579193
86,0.9604166746139526,0.13180166482925415,0.9567000269889832,0.14527422189712524
